9.166798939028870377e-04,5.851426525950198888e-08,6.645136656053306209e-11,1.512350474294190355e-12,1.193944991672734619e-23,-2.863716966801017540e-16,-9.343896418691513651e-24
1.363489473189874500e-03,7.562300552051834913e-07,5.779227036933209428e-10,9.944729242985133656e-11,-7.859081393900601881e-21,3.963265111292351990e-14,2.250839270780850300e-20
3.232512534575025624e-03,4.556474756493417634e-08,2.059701049953815358e-09,6.775589087063966719e-09,-2.530974414633181853e-17,1.344270966197010275e-12,-3.210166948536476383e-19
1.039827549866059853e+00,1.068852879079765783e+00,2.273966157923326854e-03,1.760705924941379777e-03,3.522347389185900852e-06,1.816913497956069903e-03,7.173730108214587304e-08
1.327878297349898611e-03,9.551887744830818870e-08,2.039284346536664152e-13,1.121866284613030996e-10,4.306727920517074947e-22,-3.274040699389712316e-14,-3.200942557401983738e-22
1.498556139971587552e-03,8.127951540444944251e-08,2.934627045537188871e-10,2.919689983638835023e-10,-8.256929264073833142e-20,-8.103819155498520968e-14,-2.205338498447064687e-20
2.674449768922170650e-02,3.134214270348356949e-04,2.488260304651980243e-04,2.163014434142559029e-04,4.847581333169434349e-08,3.721890838275547765e-06,1.296926549171692978e-08
1.944371203664601970e-03,1.027962746790521169e-07,1.191737696970865375e-08,8.757071358552326905e-09,5.955013211746615125e-17,1.618300019938876939e-12,6.675975712914580767e-17
1.662794779571031417e-03,1.187318013273711139e-07,4.854073949696948721e-09,2.007092933457996670e-09,1.356740971338833348e-19,-6.899691333939592926e-13,6.263290396713483759e-18
9.993061213712654042e-04,1.378222483447395520e-07,5.857863467101577150e-10,2.669751070138476800e-11,1.172878698155268422e-21,3.879023770008857903e-15,3.125890281845037503e-21
1.268843755035414366e-03,1.497622694462964828e-07,3.480243382283584211e-10,4.161481667237083765e-10,1.550805905984272434e-19,-7.277482781094330299e-15,-3.211719675477872438e-20
1.124921605137816239e-03,2.808931421563477749e-08,4.658720376463723942e-11,9.132268386238504996e-11,5.685162609538267833e-21,3.082506836936287735e-15,-1.777774166882237789e-21
4.608671408469149910e-01,1.601877491419410604e-01,5.155122155115270284e-03,5.898468746567624805e-04,9.773251200567802283e-07,1.532368984728552596e-05,3.205702845761508470e-07
2.855047523186164844e-03,2.070290842602649465e-06,4.351749472905036709e-09,2.504007810075497483e-09,5.852620995982120056e-18,1.265060227613195218e-12,-5.836990320258866892e-18
7.197442584121586679e-04,6.031162082981776259e-09,8.500962946410667680e-12,5.382908854738633259e-12,2.390049387893577445e-23,4.389092512700346545e-17,2.747166055217254820e-23
9.782823714176362533e-04,2.020309889243578228e-09,2.451498171125564166e-11,1.062136306403844273e-10,5.078328210306326403e-21,-3.154105549120986791e-15,1.893464539614541919e-21
8.104209548928031307e-04,2.933769236935598805e-08,5.874049697937846958e-11,6.289312195697592553e-12,-7.165414394910876684e-23,-1.060209123839935552e-15,9.735986070340814393e-23
1.550846058061549531e-03,1.490007663639938506e-07,1.434823075039791484e-09,1.328731420274661899e-10,5.800877913729410167e-20,-4.239960012070193841e-14,9.743814335123400306e-22
1.025465385377461857e-03,1.159536553409696584e-07,8.639556549258362405e-11,1.483772105755662168e-10,8.330144739172160733e-21,3.467202521728241555e-14,1.458876670180443307e-20
1.047725354552986364e-03,1.369331131250938141e-09,4.998528562361061225e-10,1.045647668361668154e-10,1.409168557550011600e-20,2.690121181000029703e-15,1.931063942451163060e-20
1.231094484260344783e-03,1.395576267078443951e-07,4.447445903474419463e-11,1.592972654258263171e-11,1.274868013325530864e-22,-5.851956312050406092e-15,-4.043819225730174851e-22
1.137291051655608953e-03,1.550301905481360572e-08,1.339848296539947946e-11,4.326804787774521978e-11,6.992102971376763241e-22,-2.838064909262007326e-15,7.722851017225014624e-22
8.736182975932034944e-04,2.739510497406487208e-08,1.918690270870865760e-10,1.705927137313524153e-11,2.771973466142390627e-22,-1.818493636534264872e-15,9.357929243227340618e-22
1.484209246143316889e-03,7.380386480359656831e-08,6.792526112726933966e-11,2.198761680452960022e-10,-2.541351703029540775e-20,-5.671476023858011365e-14,-8.729301037383875636e-21
1.488919242297571119e-03,3.561843802249157261e-08,1.025243881543392732e-10,2.368458227232268024e-10,-2.225106418915810642e-20,-2.495251488666711984e-14,-2.944551553661645794e-20
1.867598136153250394e-03,7.374094845222875210e-07,1.921470250032473106e-08,2.136787368180925039e-08,4.329222869202983894e-16,1.834674180031971143e-11,6.493650994672266490e-18
1.136814529507714899e-03,6.829835012544815327e-08,1.827491156703136307e-11,4.310149612406208891e-11,-1.067783567232638280e-21,-1.005776708008863471e-14,-5.684493899023134108e-22
8.124431085080866715e-04,9.976707717488174160e-08,5.343481875613584604e-11,3.068787582158936986e-11,-5.400094844576206312e-22,2.919475002614543367e-17,1.119225362395812501e-21
1.434732004979567517e-03,5.847384344060096434e-07,5.582563884428858920e-10,3.308971712531715684e-10,1.323715583542491059e-19,-2.327692170273920124e-13,5.199907539557976007e-20
2.261697332119247048e-03,2.703317296543128724e-07,1.956755723725704748e-09,1.185765856290153573e-09,-1.790744364507454831e-18,-5.652188449409986453e-13,2.358098341413877776e-19
2.459294238427256994e-03,8.203624909003826837e-07,3.821350428533939302e-09,1.467288007426668859e-09,-2.748665490253113674e-18,-1.145436184524712151e-12,2.125179081151180496e-18
1.906844432775737543e-03,3.337589307719575868e-07,1.100329139922078717e-09,1.580746371406556842e-09,-1.698450187183219776e-18,-8.296075866103586249e-13,1.208909357688154523e-18
1.042354157193126681e-03,1.109982764707993824e-07,8.963644166175726031e-12,3.510571100311528622e-11,6.198629691126171071e-22,-7.201612209578021227e-15,-5.982423342241722392e-23
2.166163562522698156e-03,6.302397449176395841e-07,1.591073439171345339e-09,1.502871325063789905e-09,-2.291956827855277485e-18,-1.179811406985077406e-12,-3.843216419111021228e-19
1.803280228703227350e-03,7.209515835765177608e-08,1.325669194057833233e-10,5.177414857881022333e-10,1.279345900418078853e-19,-7.439769296842748551e-14,4.506536017943371369e-20
1.635635909911077558e-03,3.283956994892159667e-07,4.255006067943391949e-10,4.023543381234551768e-11,1.292855742913785837e-22,1.447222550649587563e-14,-5.262984946280223038e-21
1.898849480562440732e-03,2.732260812519039890e-07,2.947032147213869343e-10,1.599975832869637739e-09,9.638062214832410886e-20,8.350863041059842204e-13,-1.094422425772214130e-18
2.059461708931149739e-03,3.227989216566268448e-08,4.268281278141703789e-10,1.687072488494750668e-09,-1.648936434590105198e-19,6.378946366768643101e-14,-1.422090011470643455e-18
1.046587709329114407e-03,3.253651511155233634e-08,1.403430830368256086e-11,4.890714578168114433e-11,-1.133396219708117919e-21,8.722760016019271952e-15,-5.976341451348747724e-22
2.811736936854459471e-03,3.435888856171386340e-06,3.184849562101813082e-08,3.929876987052833347e-08,1.361375859859846832e-15,6.350517118369603747e-11,-2.821857310418363069e-16
9.241167521730712237e-04,1.085698522689102277e-07,4.286302096422366325e-11,8.793640872989397147e-12,-7.646859840004419884e-23,-5.812156746006885647e-16,1.526408334733773697e-22
9.486699925195016649e-04,2.133451600033489370e-07,6.621729802613096779e-11,7.678084253679462907e-12,-1.728651489378756798e-22,1.922383628749451572e-15,-9.520019423892819176e-24
9.190038201354494042e-04,1.741538311567043325e-07,2.292085636359602043e-11,1.036701328953229446e-11,-1.253678775958439276e-22,1.838969209861260791e-15,-9.910189071676255195e-23
1.077035165419704685e-03,1.809168409451052938e-08,3.890597482270429918e-11,2.090302837362915735e-10,1.099161808213798905e-20,-2.557659115726151820e-14,-1.531418283127978117e-20
1.635527658441312225e-03,6.855245202025417491e-09,2.133979713552734910e-11,4.483630552854156226e-10,1.134234725318345376e-20,-1.348702729661719391e-15,4.236503326195571809e-20
1.009079183257237259e-03,1.958251879909062694e-07,2.767302955751367213e-10,3.799743426545283407e-11,-3.570214630811012122e-21,3.800303725874259007e-15,-1.560524490363076357e-21
1.255994079917823955e-03,1.450401748750951253e-07,5.965458381542805182e-10,9.880228727494145142e-11,2.271280391061280626e-20,3.048312551791086164e-14,7.713323654901503809e-21
8.680269992962094065e-04,1.843446258932970301e-07,1.009302543381314774e-10,1.648879783787510030e-12,2.127044953001432608e-23,4.793280304670051633e-16,1.909830757545715421e-25
1.002310419811234133e-03,2.632073665419010408e-07,4.749009993275890079e-10,2.537825193641066769e-11,-4.647746843291118187e-22,4.110472998289371068e-15,-2.747042899769106145e-21
1.094318269929389761e-03,4.174335055724431914e-07,8.581856719988023402e-11,1.071541097503437085e-11,1.393220502847916283e-22,6.790348182269115716e-15,2.935569985244709297e-22
1.354700437663490433e-03,6.455893281213900884e-08,1.218976054617095940e-10,2.766809537459055635e-10,-1.919888795221265567e-20,2.682005789120672387e-14,4.704534356471554384e-20
